400; 0.05730725611480891
405; 0.051988104018265036
410; 0.049028694874594825
415; 0.04585581495323732
420; 0.0431973898791449
425; 0.04270301097567275
430; 0.0422746358985735
435; 0.04569269635773909
440; 0.04658143134570003
445; 0.048565517625012156
450; 0.05688618508471621
455; 0.08040765958511975
460; 0.12958277824225606
465; 0.20739372114080323
470; 0.32652601427506234
475; 0.4554059496647834
480; 0.5683204047697752
485; 0.6527212995226818
490; 0.7304611107394106
495; 0.7808802951589057
500; 0.8240796388184689
505; 0.852140606392354
510; 0.8742275741174981
515; 0.8920549543079497
520; 0.9066114511754171
525; 0.9202768911951726
530; 0.9258216172781377
535; 0.9243491954625658
540; 0.9230660230265934
545; 0.9154592708007907
550; 0.9006316800663844
555; 0.8873678526207291
560; 0.8710981638554806
565; 0.8481408570090714
570; 0.8240716466534836
575; 0.7903128050432233
580; 0.7581077930775858
585; 0.7023335021048829
590; 0.6408994920955088
595; 0.5740328973828013
600; 0.5029252763046004
605; 0.43767775663238806
610; 0.37333732782495854
615; 0.31841033466822544
620; 0.2749110367246512
625; 0.24669181167134058
630; 0.22533545314473735
635; 0.2104251030758184
640; 0.19502772619023978
645; 0.18174089460575882
650; 0.17400684568716573
655; 0.17214856278138302
660; 0.17542035489019936
665; 0.18609126534429987
670; 0.20739197615737992
675; 0.23263156904666715
680; 0.2608806754130166
685; 0.2884904681945032
690; 0.31525088680638147
695; 0.3354637762943946
700; 0.35372728351535787
